EXCHANGE%3DNSE
MARKET_OPEN_MINUTE=555
MARKET_CLOSE_MINUTE=930
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,CDAYS
DATA=
TIMEZONE_OFFSET=330
a1530762300,226,226,226,226,11340,0
1,226.05,226.4,225.25,225.9,129388,0
2,225.8,226.25,225.6,226.1,81668,0
3,225.95,226.1,225.85,225.95,49387,0
4,226.1,226.15,225.55,225.75,55381,0
5,225.9,226.1,225.7,226.1,39768,0
6,226.45,226.5,225.95,225.95,32404,0
7,226.15,226.45,226.1,226.45,24555,0
8,226.05,226.25,226.05,226.25,17534,0
9,225.95,226.2,225.8,226.05,36007,0
10,225.55,226,225.35,225.95,58232,0
11,225.3,225.55,225.15,225.5,42232,0
12,224.1,225.3,224.05,225.25,235996,0
13,224.35,224.35,223,224.1,193480,0
14,224.15,224.4,224,224.15,52334,0
15,224.15,224.4,224.1,224.1,36362,0
16,223.65,224.3,223.5,224.3,92907,0
17,224,224.2,223.6,223.6,29732,0
18,224.2,224.4,223.95,224.1,39605,0
19,224,224.25,223.9,224.25,41452,0
20,223.75,224,223.5,224,50308,0
21,224.15,224.15,223.5,223.7,43559,0
22,224.25,224.35,224.15,224.25,25441,0
23,224.5,224.5,224.15,224.25,25047,0
24,224.65,224.7,224.4,224.4,46819,0
25,224.5,224.65,224.45,224.65,41925,0
26,224.55,224.65,224.45,224.5,20882,0
27,224.8,225,224.5,224.6,39404,0
28,224.85,224.9,224.75,224.9,15665,0
29,225,225.1,224.75,224.85,25071,0
30,224.85,225,224.85,225,14775,0
31,224.7,225,224.6,225,36949,0
32,224.5,224.75,224.5,224.7,10269,0
33,224.45,224.65,224.45,224.6,14698,0
34,224.45,224.5,224.35,224.45,31598,0
35,224.65,224.75,224.4,224.55,20302,0
36,224.6,224.65,224.55,224.65,8839,0
37,224.6,224.65,224.5,224.65,8705,0
38,224.5,224.65,224.5,224.6,4668,0
39,224.55,224.65,224.5,224.6,11334,0
40,224.65,224.65,224.55,224.55,10635,0
41,224.9,225,224.55,224.55,22314,0
42,224.9,224.95,224.8,224.85,8977,0
43,224.75,224.95,224.75,224.9,15974,0
44,224.75,224.95,224.75,224.8,11415,0
45,224.7,224.8,224.6,224.75,24313,0
46,224.55,224.75,224.5,224.7,9152,0
47,225.4,225.5,224.3,224.6,154434,0
48,225.3,225.3,225,225.3,31477,0
49,225.35,225.4,225.15,225.15,31003,0
50,225.75,225.8,225.35,225.35,43427,0
51,225.95,226.15,225.75,225.75,71061,0
52,225.85,226,225.75,225.9,33914,0
53,225.5,225.9,225.5,225.85,31175,0
54,225.35,225.5,225.3,225.5,18417,0
55,225.45,225.6,225.3,225.35,19644,0
56,225.35,225.5,225.3,225.45,9319,0
57,225.2,225.45,225.2,225.3,12622,0
58,225.2,225.2,225.05,225.2,20609,0
59,225.1,225.2,225.05,225.2,15689,0
60,225.1,225.25,225.05,225.15,9674,0
61,225.45,225.45,225.1,225.1,8227,0
62,225.45,225.65,225.35,225.45,12407,0
63,225.5,225.6,225.4,225.6,5410,0
64,225.3,225.5,225.3,225.45,16529,0
65,225.1,225.35,225.1,225.3,9610,0
66,225.1,225.25,225.1,225.15,5246,0
67,225.1,225.15,225.1,225.1,4863,0
68,225.15,225.2,225.1,225.15,10255,0
69,225.35,225.45,225.1,225.1,11133,0
70,225.5,225.5,225.3,225.3,3452,0
71,225.4,225.5,225.4,225.45,5876,0
72,225.4,225.5,225.4,225.45,3189,0
73,225.45,225.5,225.4,225.4,3823,0
74,225.4,225.5,225.4,225.45,5042,0
75,225.35,225.45,225.35,225.4,3199,0
76,225.3,225.35,225.25,225.3,16666,0
77,225.25,225.35,225.25,225.25,7331,0
78,225.1,225.3,225.1,225.3,20941,0
79,224.8,225.15,224.8,225.1,26870,0
80,224.7,224.85,224.7,224.8,7342,0
81,224.5,224.75,224.35,224.7,26563,0
82,224.5,224.55,224.25,224.5,105259,0
83,224.05,224.65,224,224.45,157588,0
84,223.95,224.1,223.75,224.05,55135,0
85,223.8,223.9,223.7,223.8,49414,0
86,223.9,223.9,223.75,223.85,11609,0
87,223.25,223.9,223,223.8,151333,0
88,223.3,223.3,223.05,223.3,37335,0
89,223.05,223.3,223,223.3,59990,0
90,222,223.05,222,223.05,276910,0
91,222.7,222.85,222,222.05,61271,0
92,223.15,223.2,222.7,222.7,37301,0
93,223.15,223.2,222.95,223.15,34240,0
94,223.05,223.15,222.9,223.15,36031,0
95,222.55,223.05,222.35,223.05,56950,0
96,222.85,222.95,222.55,222.6,10257,0
97,222.45,222.9,222.45,222.9,62909,0
98,222.25,222.5,222.05,222.45,48382,0
99,222.35,222.45,222.15,222.3,33471,0
100,222.35,222.45,222.15,222.35,28361,0
101,222.6,222.8,222.3,222.4,20423,0
102,222.6,222.75,222.45,222.5,18377,0
103,222.5,222.55,222.45,222.5,9866,0
104,222.5,222.7,222.45,222.5,27204,0
105,222.7,222.7,222.5,222.5,10835,0
106,222.25,222.75,222.2,222.7,59846,0
